eph_aglome,RADIO,PERSONAS,decil_NSE
CABA,020051301,856,7
CABA,020051302,710,8
CABA,020051303,759,6
CABA,020051304,731,5
CABA,020051305,795,5
CABA,020051306,850,9
CABA,020051307,739,8
CABA,020051308,940,8
CABA,020051309,1022,9
CABA,020051401,659,8
CABA,020051402,672,6
CABA,020051403,1153,4
CABA,020051404,931,8
CABA,020051405,1592,6
CABA,020051406,1229,6
CABA,020051407,454,4
CABA,020051408,650,7
CABA,020051409,907,5
CABA,020051501,1104,6
CABA,020051502,1099,6
CABA,020051503,586,3
CABA,020051504,1186,6
CABA,020051505,922,7
CABA,020051506,863,7
CABA,020051507,723,5
CABA,020051508,775,2
CABA,020051509,406,2
CABA,020051601,833,7
CABA,020051602,628,2
CABA,020051603,632,4
CABA,020051604,1025,3
CABA,020051605,846,6
CABA,020051606,715,3
CABA,020051607,604,3
CABA,020051608,1030,4
CABA,020051609,918,3
CABA,020051610,923,2
CABA,020051611,1063,4
CABA,020051701,706,5
CABA,020051702,815,4
CABA,020051703,754,7
CABA,020051704,842,5
CABA,020051705,747,7
CABA,020051706,775,6
CABA,020051707,906,7
CABA,020051708,938,5
CABA,020051709,558,4
CABA,020051710,757,4
CABA,020051711,879,8
CABA,020051801,943,8
CABA,020051802,900,5
CABA,020051803,852,5
CABA,020051804,788,4
CABA,020051805,828,4
CABA,020051806,684,5
CABA,020051807,724,9
CABA,020051808,408,4
CABA,020051809,689,3
CABA,020051810,818,4
CABA,020051811,718,6
CABA,020051901,856,4
CABA,020051902,692,5
CABA,020051903,929,4
CABA,020051904,994,5
CABA,020051905,768,3
CABA,020051906,808,3
CABA,020051907,446,5
CABA,020051908,922,4
CABA,020051909,605,5
CABA,020051910,798,4
CABA,020051911,1046,6
CABA,020052001,764,4
CABA,020052002,930,4
CABA,020052003,1065,2
CABA,020052004,804,4
CABA,020052005,901,4
CABA,020052006,846,3
CABA,020052007,912,2
CABA,020052008,907,3
CABA,020052009,861,2
CABA,020052010,962,3
CABA,020052011,830,3
CABA,020052012,905,3
CABA,020052101,860,6
CABA,020052102,857,3
CABA,020052103,531,5
CABA,020052104,914,3
CABA,020052105,640,4
CABA,020052106,717,5
CABA,020052107,719,3
CABA,020052108,728,4
CABA,020052109,726,2
CABA,020052110,599,3
CABA,020052111,694,4
CABA,020052201,738,5
CABA,020052202,827,3
CABA,020052203,629,5
CABA,020052204,936,5
CABA,020052205,801,4
CABA,020052206,938,5
CABA,020052207,1596,3
CABA,020052208,713,3
CABA,020052209,901,2
CABA,020052210,858,2
CABA,020052211,894,3
CABA,020052212,909,4
CABA,020052213,678,3
CABA,020060101,677,6
CABA,020060102,824,4
CABA,020060103,888,6
CABA,020060104,698,3
CABA,020060105,1124,6
CABA,020060106,938,7
CABA,020060107,692,6
CABA,020060108,871,4
CABA,020060109,715,2
CABA,020060110,620,4
CABA,020060111,675,7
CABA,020060112,622,4
CABA,020060201,1081,8
CABA,020060202,899,6
CABA,020060203,591,6
CABA,020060204,667,7
CABA,020060205,634,7
CABA,020060206,905,6
CABA,020060207,737,6
CABA,020060208,1089,8
CABA,020060209,660,8
CABA,020060210,917,7
CABA,020060211,1327,9
CABA,020060301,962,5
CABA,020060302,874,7
CABA,020060303,909,7
CABA,020060304,635,8
CABA,020060305,720,4
CABA,020060306,880,6
CABA,020060307,876,6
CABA,020060308,732,7
CABA,020060309,1142,8
CABA,020060310,864,7
CABA,020060401,554,6
CABA,020060402,658,7
CABA,020060403,831,7
CABA,020060404,773,7
CABA,020060405,731,9
CABA,020060406,774,6
CABA,020060407,673,7
CABA,020060408,883,7
CABA,020060409,1080,5
CABA,020060410,804,8
CABA,020060411,762,9
CABA,020060501,741,6
CABA,020060502,1015,8
CABA,020060503,774,6
CABA,020060504,637,7
CABA,020060505,939,7
CABA,020060506,689,6
CABA,020060507,749,8
CABA,020060508,466,9
CABA,020060509,569,7
CABA,020060510,978,6
CABA,020060511,936,9
CABA,020060512,369,7
CABA,020060601,1118,8
CABA,020060602,1836,10
CABA,020060603,1107,6
CABA,020060604,482,5
CABA,020060605,677,8
CABA,020060606,786,8
CABA,020060607,741,7
CABA,020060608,1009,6
CABA,020060609,761,8
CABA,020060701,593,8
CABA,020060702,803,7
CABA,020060703,954,8
CABA,020060704,869,7
CABA,020060705,784,7
CABA,020060706,682,7
CABA,020060707,1151,7
CABA,020060708,740,7
CABA,020060709,769,10
CABA,020060710,778,9
CABA,020060711,613,7
CABA,020060712,652,9
CABA,020060713,491,9
CABA,020060801,832,8
CABA,020060802,1023,9
CABA,020060803,640,9
CABA,020060804,626,8
CABA,020060805,511,8
CABA,020060806,1320,8
CABA,020060807,664,6
CABA,020060808,1333,9
CABA,020060809,511,7
CABA,020060810,677,7
CABA,020060901,600,5
CABA,020060902,598,8
CABA,020060903,653,7
CABA,020060904,1012,8
CABA,020060905,438,5
CABA,020060906,864,7
CABA,020060907,540,7
CABA,020060908,401,8
CABA,020060909,838,8
CABA,020060910,735,7
CABA,020061001,604,6
CABA,020061002,564,3
CABA,020061003,791,8
CABA,020061004,712,5
CABA,020061005,959,7
CABA,020061006,956,7
CABA,020061007,592,8
CABA,020061008,1243,7
CABA,020061009,501,7
CABA,020061010,943,7
CABA,020061101,1053,7
CABA,020061102,550,8
CABA,020061103,876,8
CABA,020061104,782,10
CABA,020061105,581,6
CABA,020061106,727,6
CABA,020061107,755,6
CABA,020061108,779,8
CABA,020061109,723,6
CABA,020061110,536,7
CABA,020061201,522,7
CABA,020061202,556,6
CABA,020061203,629,6
CABA,020061204,360,6
CABA,020061205,841,7
CABA,020061206,571,7
CABA,020061207,685,8
CABA,020061208,741,9
CABA,020061209,773,6
CABA,020061210,536,9
CABA,020061211,814,6
CABA,020061212,519,7
CABA,020061301,689,9
CABA,020061302,1302,8
CABA,020061303,764,7
CABA,020061304,1240,9
CABA,020061305,873,8
CABA,020061306,535,7
CABA,020061307,862,8
CABA,020061308,1221,9
CABA,020061309,896,8
CABA,020061401,896,9
CABA,020061402,625,9
CABA,020061403,850,6
CABA,020061404,1059,7
CABA,020061405,1031,9
CABA,020061406,1161,9
CABA,020061407,539,9
CABA,020061408,540,9
CABA,020061409,794,9
CABA,020061410,912,8
CABA,020061501,671,8
CABA,020061502,1667,8
CABA,020061503,816,9
CABA,020061504,682,9
CABA,020061505,760,8
CABA,020061506,803,10
CABA,020061507,859,8
CABA,020061508,959,7
CABA,020061509,517,8
CABA,020061510,716,10
CABA,020061601,672,7
CABA,020061602,678,9
CABA,020061603,945,9
CABA,020061604,696,8
CABA,020061605,976,8
CABA,020061606,979,9
CABA,020061607,1040,9
CABA,020061608,1406,9
CABA,020061609,1087,7
CABA,020061610,1155,8
CABA,020061611,886,6
CABA,020061701,838,8
CABA,020061702,899,7
CABA,020061703,708,6
CABA,020061704,747,9
CABA,020061705,1730,6
CABA,020061706,1047,7
CABA,020061707,606,8
CABA,020061801,623,8
CABA,020061802,611,7
CABA,020061803,648,8
CABA,020061804,722,9
CABA,020061805,812,8
CABA,020061806,1083,9
CABA,020061807,1153,7
CABA,020061808,1071,8
CABA,020061809,819,7
CABA,020061901,887,8
CABA,020061902,1468,9
CABA,020061903,1420,8
CABA,020061904,1010,7
CABA,020061905,748,5
CABA,020061906,1017,8
CABA,020061907,966,7
CABA,020061908,907,8
CABA,020062001,491,8
CABA,020062002,558,8
CABA,020062003,970,8
CABA,020062004,532,8
CABA,020062005,836,8
CABA,020062006,824,9
CABA,020062007,603,9
CABA,020062008,1194,8
CABA,020062009,770,8
CABA,020062010,864,7
CABA,020062101,620,7
CABA,020062102,992,7
CABA,020062103,1027,8
CABA,020062104,614,6
CABA,020062105,784,9
CABA,020062106,523,8
CABA,020062107,963,6
CABA,020062108,1223,8
CABA,020062109,740,8
CABA,020062110,825,5
CABA,020062111,1008,7
CABA,020070101,601,2
CABA,020070102,891,2
CABA,020070103,878,3
CABA,020070104,738,2
CABA,020070105,450,2
CABA,020070106,749,1
CABA,020070107,487,2
CABA,020070108,721,2
CABA,020070109,680,1
CABA,020070110,1125,4
CABA,020070201,828,6
CABA,020070202,989,3
CABA,020070203,824,3
CABA,020070204,1777,3
CABA,020070205,985,3
CABA,020070206,1100,3
CABA,020070207,724,3
CABA,020070208,712,2
CABA,020070209,998,5
CABA,020070301,689,5
CABA,020070302,953,6
CABA,020070303,1134,5
CABA,020070304,1174,5
CABA,020070305,787,7
CABA,020070306,924,4
CABA,020070307,1170,7
CABA,020070308,736,5
CABA,020070309,711,4
CABA,020070310,1062,6
CABA,020070401,1069,3
CABA,020070402,770,5
CABA,020070403,1012,8
CABA,020070404,1302,8
CABA,020070405,833,5
CABA,020070406,1174,9
CABA,020070407,1191,6
CABA,020070408,951,8
CABA,020070409,612,7
CABA,020070410,928,9
CABA,020070501,746,7
CABA,020070502,648,8
CABA,020070503,866,5
CABA,020070504,1024,6
CABA,020070505,1129,9
CABA,020070506,640,6
CABA,020070507,660,6
CABA,020070508,740,3
CABA,020070509,1098,3
CABA,020070601,927,6
CABA,020070602,801,5
CABA,020070603,631,3
CABA,020070604,834,2
CABA,020070605,899,2
CABA,020070606,908,5
CABA,020070607,869,7
CABA,020070608,439,4
CABA,020070609,687,5
CABA,020070701,641,4
CABA,020070702,586,2
CABA,020070703,958,5
CABA,020070704,639,2
CABA,020070705,637,2
CABA,020070706,959,5
CABA,020070707,665,5
CABA,020070708,506,4
CABA,020070709,936,3
CABA,020070710,789,8
CABA,020070711,613,5
CABA,020070801,682,2
CABA,020070802,879,6
CABA,020070803,583,4
CABA,020070804,821,7
CABA,020070805,1040,5
CABA,020070806,896,4
CABA,020070807,678,5
CABA,020070808,818,3
CABA,020070901,667,8
CABA,020070902,625,5
CABA,020070903,543,4
CABA,020070904,826,5
CABA,020070905,494,8
CABA,020070906,893,6
CABA,020070907,753,5
CABA,020070908,972,4
CABA,020070909,685,4
CABA,020070910,692,5
CABA,020070911,577,3
CABA,020071001,733,6
CABA,020071002,380,5
CABA,020071003,588,6
CABA,020071004,690,5
CABA,020071005,640,8
CABA,020071006,760,6
CABA,020071007,710,6
CABA,020071008,1072,7
CABA,020071009,682,5
CABA,020071010,932,7
CABA,020071101,855,3
CABA,020071102,863,6
CABA,020071103,850,5
CABA,020071104,939,8
CABA,020071105,548,9
CABA,020071106,801,7
CABA,020071107,1123,6
CABA,020071108,1005,6
CABA,020071109,987,8
CABA,020071110,645,8
CABA,020071201,1020,6
CABA,020071202,578,5
CABA,020071203,772,5
CABA,020071204,797,8
CABA,020071205,740,6
CABA,020071206,755,5
CABA,020071207,612,4
CABA,020071208,595,2
CABA,020071209,823,3
CABA,020071301,721,4
CABA,020071302,713,6
CABA,020071303,1000,8
CABA,020071304,562,7
CABA,020071305,819,7
CABA,020071306,744,9
CABA,020071307,549,6
CABA,020071308,560,3
CABA,020071309,493,4
CABA,020071310,497,7
CABA,020071311,750,7
CABA,020071312,692,5
CABA,020071313,565,6
CABA,020071314,709,5
CABA,020071315,503,6
CABA,020071401,833,4
CABA,020071402,817,3
CABA,020071403,725,3
CABA,020071404,696,4
CABA,020071405,929,2
CABA,020071406,1125,5
CABA,020071407,939,4
CABA,020071408,936,4
CABA,020071409,856,3
CABA,020071410,766,6
CABA,020071411,922,4
CABA,020071412,924,3
CABA,020071413,747,2
CABA,020071501,688,1
CABA,020071502,1067,1
CABA,020071503,960,4
CABA,020071504,655,3
CABA,020071505,705,4
CABA,020071506,1110,1
CABA,020071507,714,1
CABA,020071508,797,2
CABA,020071509,1218,1
CABA,020071510,1023,1
CABA,020071511,1148,1
CABA,020071601,722,3
CABA,020071602,796,3
CABA,020071603,815,4
CABA,020071604,726,4
CABA,020071605,795,3
CABA,020071606,1007,3
CABA,020071607,947,2
CABA,020071608,1106,2
CABA,020071609,1057,2
CABA,020071701,1605,1
CABA,020071702,1587,1
CABA,020071703,1374,1
CABA,020071704,1645,1
CABA,020071705,891,1
CABA,020071706,1313,1
CABA,020071707,2416,1
CABA,020071708,1103,1
CABA,020071709,1846,1
CABA,020071710,1507,1
CABA,020071711,560,1
CABA,020071801,1545,1
CABA,020071802,487,1
CABA,020071803,942,1
CABA,020071804,813,1
CABA,020071805,1003,1
CABA,020071806,1674,1
CABA,020071807,1216,1
CABA,020071808,1010,1
CABA,020071809,1203,1
CABA,020071810,1493,1
CABA,020071811,1325,1
CABA,020071901,878,1
CABA,020071902,1659,1
CABA,020071903,1339,1
CABA,020071904,1553,1
CABA,020071905,1407,1
CABA,020071906,1927,1
CABA,020072001,1021,5
CABA,020072002,552,6
CABA,020072003,722,5
CABA,020072004,541,1
CABA,020072005,806,3
CABA,020072006,815,3
CABA,020072007,816,2
CABA,020072008,1189,2
CABA,020072009,909,2
CABA,020072010,1327,1
CABA,020072011,1089,1
CABA,020072012,659,2
CABA,020072013,1617,2
CABA,020072101,1138,7
CABA,020072102,1121,8
CABA,020072103,959,6
CABA,020072104,565,8
CABA,020072105,686,8
CABA,020072106,927,8
CABA,020072107,722,5
CABA,020072108,432,6
CABA,020072109,709,7
CABA,020072110,911,6
CABA,020072111,811,6
CABA,020072112,917,6
CABA,020072201,634,6
CABA,020072202,923,7
CABA,020072203,874,6
CABA,020072204,932,9
CABA,020072205,1000,7
CABA,020072206,903,6
CABA,020072207,561,6
CABA,020072208,569,8
CABA,020072209,606,8
CABA,020072210,778,5
CABA,020072211,753,7
CABA,020072212,582,3
CABA,020072213,753,7
CABA,020072301,822,6
CABA,020072302,984,8
CABA,020072303,728,8
CABA,020072304,633,7
CABA,020072305,735,7
CABA,020072306,760,4
CABA,020072307,821,6
CABA,020072308,814,4
CABA,020072309,735,5
CABA,020072401,894,5
CABA,020072402,913,2
CABA,020072403,1214,4
CABA,020072404,1036,3
CABA,020072405,931,3
CABA,020072406,1059,4
CABA,020072407,852,4
CABA,020072408,877,2
CABA,020072409,950,4
CABA,020072410,962,4
CABA,020072411,1040,3
Gran Mendoza,500070101,947,8
Gran Mendoza,500070102,882,7
Gran Mendoza,500070103,703,9
Gran Mendoza,500070104,519,9
Gran Mendoza,500070105,571,8
Gran Mendoza,500070106,664,8
Gran Mendoza,500070107,704,8
Gran Mendoza,500070108,668,9
Gran Mendoza,500070109,634,8
Gran Mendoza,500070110,322,9
Gran Mendoza,500070111,349,10
Gran Mendoza,500070112,391,10
Gran Mendoza,500070113,395,9
Gran Mendoza,500070114,411,9
Gran Mendoza,500070115,411,9
Gran Mendoza,500070116,466,10
Gran Mendoza,500070117,427,10
Gran Mendoza,500070201,1065,7
Gran Mendoza,500070202,763,7
Gran Mendoza,500070203,1123,5
Gran Mendoza,500070204,876,5
Gran Mendoza,500070205,778,5
Gran Mendoza,500070206,1053,6
Gran Mendoza,500070207,785,8
Gran Mendoza,500070208,585,8
Gran Mendoza,500070209,806,7
Gran Mendoza,500070210,754,6
Gran Mendoza,500070211,963,8
Gran Mendoza,500070212,470,6
Gran Mendoza,500070213,808,6
Gran Mendoza,500070214,750,8
Gran Mendoza,500070215,517,5
Gran Mendoza,500070301,757,7
Gran Mendoza,500070302,841,6
Gran Mendoza,500070303,743,8
Gran Mendoza,500070304,637,7
Gran Mendoza,500070305,266,9
Gran Mendoza,500070306,305,8
Gran Mendoza,500070307,218,8
Gran Mendoza,500070308,282,9
Gran Mendoza,500070309,296,9
Gran Mendoza,500070310,458,9
Gran Mendoza,500070311,699,9
Gran Mendoza,500070312,402,9
Gran Mendoza,500070313,585,8
Gran Mendoza,500070314,310,8
Gran Mendoza,500070315,427,10
Gran Mendoza,500070316,381,9
Gran Mendoza,500070317,163,10
Gran Mendoza,500070401,881,10
Gran Mendoza,500070402,398,9
Gran Mendoza,500070403,230,9
Gran Mendoza,500070404,339,10
Gran Mendoza,500070405,268,9
Gran Mendoza,500070406,115,8
Gran Mendoza,500070407,316,9
Gran Mendoza,500070408,279,10
Gran Mendoza,500070409,392,10
Gran Mendoza,500070410,261,10
Gran Mendoza,500070411,315,10
Gran Mendoza,500070412,710,10
Gran Mendoza,500070501,665,9
Gran Mendoza,500070502,672,9
Gran Mendoza,500070503,739,10
Gran Mendoza,500070504,352,10
Gran Mendoza,500070505,511,10
Gran Mendoza,500070506,770,10
Gran Mendoza,500070507,399,10
Gran Mendoza,500070508,734,10
Gran Mendoza,500070509,762,10
Gran Mendoza,500070510,767,10
Gran Mendoza,500070511,548,10
Gran Mendoza,500070512,319,10
Gran Mendoza,500070601,612,9
Gran Mendoza,500070602,581,9
Gran Mendoza,500070603,691,9
Gran Mendoza,500070604,620,9
Gran Mendoza,500070605,504,9
Gran Mendoza,500070606,1255,8
Gran Mendoza,500070607,794,9
Gran Mendoza,500070608,949,10
Gran Mendoza,500070609,498,8
Gran Mendoza,500070610,846,9
Gran Mendoza,500070611,358,9
Gran Mendoza,500070701,643,7
Gran Mendoza,500070702,1018,6
Gran Mendoza,500070703,714,8
Gran Mendoza,500070704,669,8
Gran Mendoza,500070705,656,6
Gran Mendoza,500070706,784,9
Gran Mendoza,500070707,666,9
Gran Mendoza,500070708,485,7
Gran Mendoza,500070709,452,9
Gran Mendoza,500070710,831,7
Gran Mendoza,500070711,924,9
Gran Mendoza,500070801,562,10
Gran Mendoza,500070802,521,9
Gran Mendoza,500070803,1020,9
Gran Mendoza,500070804,277,10
Gran Mendoza,500070805,472,9
Gran Mendoza,500070806,571,9
Gran Mendoza,500070807,594,10
Gran Mendoza,500070808,401,10
Gran Mendoza,500070809,528,10
Gran Mendoza,500070810,631,10
Gran Mendoza,500070811,309,10
Gran Mendoza,500070901,579,10
Gran Mendoza,500070902,564,10
Gran Mendoza,500070903,567,10
Gran Mendoza,500070904,700,10
Gran Mendoza,500070905,697,10
Gran Mendoza,500070906,672,10
Gran Mendoza,500070907,647,10
Gran Mendoza,500070908,681,10
Gran Mendoza,500070909,264,10
Gran Mendoza,500070910,656,10
Gran Mendoza,500070911,583,10
Gran Mendoza,500070912,340,10
Gran Mendoza,500071001,1179,10
Gran Mendoza,500071002,741,7
Gran Mendoza,500071003,921,10
Gran Mendoza,500071004,1587,2
Gran Mendoza,500071005,1244,1
Gran Mendoza,500071006,1614,1
Gran Mendoza,500071007,612,6
Gran Mendoza,500071008,1174,1
Gran Mendoza,500071009,1259,1
Gran Mendoza,500071010,1376,1
Gran Mendoza,500071011,745,2
Gran Mendoza,500071012,583,6
Gran Mendoza,500071013,12,9
Gran Mendoza,500071014,1057,1
Gran Mendoza,500071015,644,1
Gran Mendoza,500071016,476,1
Gran Mendoza,500071017,1016,8
Gran Mendoza,500071018,1373,NA
Gran Mendoza,500071019,1190,10
Gran Mendoza,500071020,848,8
Gran Mendoza,500071021,1026,1
Gran Mendoza,500071022,517,1
Gran Mendoza,500071101,643,10
Gran Mendoza,500071102,878,9
Gran Mendoza,500071103,764,9
Gran Mendoza,500071104,796,7
Gran Mendoza,500071105,825,8
Gran Mendoza,500071106,1019,8
Gran Mendoza,500071107,770,8
Gran Mendoza,500071108,985,9
Gran Mendoza,500071109,676,10
Gran Mendoza,500071110,853,9
Gran Mendoza,500071111,575,8
Gran Mendoza,500071112,510,9
Gran Mendoza,500071113,500,8
Gran Mendoza,500071201,340,10
Gran Mendoza,500071202,224,10
Gran Mendoza,500071203,349,10
Gran Mendoza,500071204,259,9
Gran Mendoza,500071205,314,10
Gran Mendoza,500071206,426,10
Gran Mendoza,500071207,290,9
Gran Mendoza,500071208,401,9
Gran Mendoza,500071209,479,10
Gran Mendoza,500071210,541,10
Gran Mendoza,500071301,1530,1
Gran Mendoza,500071302,1124,2
Gran Mendoza,500071303,1314,3
Gran Mendoza,500071304,1215,2
Gran Mendoza,500071305,748,2
Gran Mendoza,500071306,1039,1
Gran Mendoza,500071307,1336,1
Gran Mendoza,500071308,1148,1
Gran Mendoza,500071309,1365,2
Gran Mendoza,500071310,5,NA
Viedma - Carmen de Patagones,620070501,611,3
Viedma - Carmen de Patagones,620070502,470,5
Viedma - Carmen de Patagones,620070503,855,6
Viedma - Carmen de Patagones,620070504,402,10
Viedma - Carmen de Patagones,620070505,429,9
Viedma - Carmen de Patagones,620070506,496,9
Viedma - Carmen de Patagones,620070507,519,9
Viedma - Carmen de Patagones,620070508,481,9
Viedma - Carmen de Patagones,620070509,429,10
Viedma - Carmen de Patagones,620070510,938,7
Viedma - Carmen de Patagones,620070511,541,7
Viedma - Carmen de Patagones,620070608,1352,7
Viedma - Carmen de Patagones,620070609,1083,8
Viedma - Carmen de Patagones,620070610,820,1
Viedma - Carmen de Patagones,620070611,603,1
Viedma - Carmen de Patagones,620070612,1076,6
Viedma - Carmen de Patagones,620070613,369,8
Viedma - Carmen de Patagones,620070614,455,1
Viedma - Carmen de Patagones,620070701,542,7
Viedma - Carmen de Patagones,620070702,717,7
Viedma - Carmen de Patagones,620070703,602,5
Viedma - Carmen de Patagones,620070704,1115,2
Viedma - Carmen de Patagones,620070705,1095,4
Viedma - Carmen de Patagones,620070706,681,2
Viedma - Carmen de Patagones,620070707,1443,4
Viedma - Carmen de Patagones,620070708,1455,5
Viedma - Carmen de Patagones,620070709,436,6
Viedma - Carmen de Patagones,620070710,179,4
Viedma - Carmen de Patagones,620070711,2124,5
Viedma - Carmen de Patagones,620070712,803,2
Viedma - Carmen de Patagones,620070713,919,4
Viedma - Carmen de Patagones,620070801,459,10
Viedma - Carmen de Patagones,620070802,413,8
Viedma - Carmen de Patagones,620070803,79,6
Viedma - Carmen de Patagones,620070804,979,3
Viedma - Carmen de Patagones,620070805,1143,3
Viedma - Carmen de Patagones,620070806,1325,2
Viedma - Carmen de Patagones,620070807,668,3
Viedma - Carmen de Patagones,620070808,715,3
Viedma - Carmen de Patagones,620070809,455,10
Viedma - Carmen de Patagones,620070810,889,7
Viedma - Carmen de Patagones,620070811,907,3
Viedma - Carmen de Patagones,620070812,535,3
Viedma - Carmen de Patagones,620070813,642,10
Viedma - Carmen de Patagones,620070814,546,10
Viedma - Carmen de Patagones,620070815,472,9
Viedma - Carmen de Patagones,620070816,429,8
Viedma - Carmen de Patagones,620070817,411,9
Viedma - Carmen de Patagones,620070818,497,3
Viedma - Carmen de Patagones,620071001,441,9
Viedma - Carmen de Patagones,620071002,449,10
Viedma - Carmen de Patagones,620071003,612,9
Viedma - Carmen de Patagones,620071004,432,10
Viedma - Carmen de Patagones,620071005,537,8
Viedma - Carmen de Patagones,620071006,483,8
Viedma - Carmen de Patagones,620071007,621,8
Viedma - Carmen de Patagones,620071008,436,7
Viedma - Carmen de Patagones,620071009,410,6
Viedma - Carmen de Patagones,620071010,395,9
Viedma - Carmen de Patagones,620071011,395,7
Viedma - Carmen de Patagones,620071012,618,2
Viedma - Carmen de Patagones,620071013,672,5
Viedma - Carmen de Patagones,620071101,1172,5
Viedma - Carmen de Patagones,620071102,547,8
Viedma - Carmen de Patagones,620071103,1139,4
Viedma - Carmen de Patagones,620071104,1074,7
Viedma - Carmen de Patagones,620071105,436,4
Viedma - Carmen de Patagones,620071106,670,5
Viedma - Carmen de Patagones,620071107,756,5
Viedma - Carmen de Patagones,620071108,830,1
Viedma - Carmen de Patagones,620071109,935,1
Viedma - Carmen de Patagones,620071110,667,2
Viedma - Carmen de Patagones,620071111,1182,1
Viedma - Carmen de Patagones,620071112,1276,1
Gran San Juan,700070101,1288,6
Gran San Juan,700070102,1407,5
Gran San Juan,700070103,1166,2
Gran San Juan,700070104,936,6
